"","HH6","HH8","HH10","HH12","HH14","HH16","rlog_positive_averages$Chick_ENSEMBL","rlog_positive_averages$Symbol","rlog_positive_averages$Chick_Entrezid","rlog_positive_averages$Human_Entrezid","rlog_positive_averages$TF_Status"
"1",0.199641536370577,0.185700853686557,0.206324305682068,0.21524850893498,0.275341481375294,0.300896861845449,"ENSGALG00000000003","PANX2",426934,56666,"No"
"2",0.808075664831719,0.789164849475384,0.825829011803959,0.836164046441709,0.850095449109597,0.840614810222773,"ENSGALG00000000011","C10orf88",NA,80007,"No"
"3",0.0543588212449819,-0.145318868752042,0.0543528424276324,0.0424472067194558,0.246125378548933,0.334605141399623,"ENSGALG00000000044","WFIKKN1",NA,117166,"No"
"4",-0.0770188420557067,-0.0831367951356566,-0.151201984201157,-0.122518185368182,-0.102031039966888,-0.256024943865314,"ENSGALG00000000048",NA,776719,NA,"No"
"5",0.813331341629326,0.817822553164494,0.788249999240146,0.737761885698481,0.774365659338985,0.848040145680417,"ENSGALG00000000055","LAMTOR3",425210,8649,"No"
"6",1.58903122539851,1.64638271926951,1.70248622687494,1.5357072614312,1.46709866160399,1.58506949671641,"ENSGALG00000000059","TUBB3",431043,10381,"No"
"7",0.492924645529571,0.450854424304149,0.584643464633809,0.563808231255186,0.562524863640433,0.596887967334103,"ENSGALG00000000067","SPR",425255,6697,"No"
"8",0.555718531573972,0.568469855347245,0.344747243704899,0.362875915815062,0.343573159013636,0.298876004329195,"ENSGALG00000000071",NA,101750305,NA,"No"
"9",-1.80012987780032,-1.82204514052098,-1.82626880472376,-1.82777275294904,-1.82527701919144,-1.818797067077,"ENSGALG00000000081","IL4I1",417039,NA,"No"
"10",1.14772886469057,1.11055539911103,1.19470788593621,1.21036056307209,1.2005484588392,1.3087225768497,"ENSGALG00000000086","TIMM17B",421147,10440,"No"
"11",0.94800905551191,0.969637648216676,0.925154112741174,0.951392129062167,0.943742561782905,0.934463286314469,"ENSGALG00000000091","INTS4",419028,92105,"No"
"12",0.81590481525967,0.82143474992108,0.771010984868935,0.798883806223211,0.821316276495242,0.857343376045046,"ENSGALG00000000094","ADIPOR1",421148,51094,"No"
"13",0.80815811635017,0.755993414749455,0.746158961446337,0.677263551737637,0.68733191723339,0.760050506129046,"ENSGALG00000000102","UBE2T",421149,29089,"No"
"14",-0.477927561478851,-0.53452961447358,-0.494845216999963,-0.541294682363335,-0.485725649593034,-0.459983972789142,"ENSGALG00000000104",NA,395100,NA,"No"
"15",0.816885872801103,0.836986922075108,0.802342744659327,0.871483241981419,0.809622121240275,0.741787455301229,"ENSGALG00000000106","LRIF1",421150,55791,"No"
"16",-0.981641777885703,-0.974421464478396,-0.956016572168597,-0.932043729021169,-0.951911164561945,-0.938255854708339,"ENSGALG00000000107","TRIM7.1",417040,NA,"No"
"17",0.627478974398645,0.609658880818471,0.61239498607869,0.479095922268807,0.665894173353496,0.767216899895622,"ENSGALG00000000109","AFMID",769005,125061,"No"
"18",0.186425365240709,0.179947761932783,0.354633880770253,0.506091939169888,0.409678297276094,-0.100165481287162,"ENSGALG00000000112","PLP1",396214,5354,"No"
"19",-1.00035896854975,-0.997941394044222,-1.00544713624237,-1.00449487313936,-1.00083351356551,-1.02619059247116,"ENSGALG00000000115","HEP21",395192,57152,"No"
"20",-0.930238029162156,-0.931785175051856,-0.819192520594429,-0.827481459841309,-0.888553678961659,-0.932050261899893,"ENSGALG00000000120","BMP10",395177,27302,"No"
"21",2.23217447658297,2.17806238464012,2.27946689907825,2.21138202677136,2.29866358044725,2.2604185688401,"ENSGALG00000000122","GNB2L1",417044,10399,"No"
"22",1.0575771500193,1.01740790037448,1.04876265878599,0.991893956897763,1.05773089604914,1.15806857311188,"ENSGALG00000000129","TCF25",425450,22980,"Transcription Factor"
"23",-1.47591408346226,-1.44583763404816,-1.50933297146122,-1.49068312868581,-1.51482873219956,-1.50007519247243,"ENSGALG00000000136","BLEC2",693259,NA,"No"
"24",1.39631028824483,1.33979922045194,1.34621849898308,1.3355080123787,1.34311403436585,1.4561189535866,"ENSGALG00000000137","SNRPE",396180,6635,"No"
"25",-0.176636915851065,-0.326949506930293,-0.300872168780787,-0.321562847742368,-0.391182988169338,-0.420381239791224,"ENSGALG00000000141","BLB1",693256,NA,"No"
"26",0.687177494045101,0.69238171948742,0.639699810034921,0.699685557567645,0.711230943296045,0.708885685553507,"ENSGALG00000000142","CEPT1",421152,10390,"No"
"27",1.19110991737139,1.24366134023671,1.29585014348981,1.3414878346408,1.32638759454545,1.17575917332666,"ENSGALG00000000146","SUPT6H",425418,6830,"Transcription Factor"
"28",2.00392807884427,1.96577872132518,1.98757467082867,2.01083532044202,2.03833564790375,2.03396693636889,"ENSGALG00000000150","RPL9",425468,6133,"No"
"29",0.0680787607929199,0.131986854748705,0.328748602437963,0.451221882943204,0.313522897628698,0.208572391889271,"ENSGALG00000000151","ADAMTS19",415600,171019,"No"
"30",-0.177783000464293,-0.256734627225074,-0.279032619812113,-0.377675761327187,-0.429024319336106,-0.501728663423375,"ENSGALG00000000154","DENND2D",421153,79961,"No"
"31",1.67028918424546,1.67327835275206,1.7015450163105,1.69365048893605,1.74747278764016,1.71341530978743,"ENSGALG00000000156","BRD2",417049,6046,"No"
"32",-0.839482821306802,-0.822640111239236,-0.849832063974854,-0.873238385893198,-0.851528345422951,-0.811763300398693,"ENSGALG00000000158","DMA",417050,3108,"No"
"33",0.326980565787813,0.355123726685069,0.314156262978109,0.376713100094475,0.369659479456736,0.47595956782105,"ENSGALG00000000161","ISOC1",415601,51015,"No"
"34",-1.41574259864844,-1.40466645889318,-1.41886718799853,-1.38338323306589,-1.38143184733418,-1.40375040171699,"ENSGALG00000000162","DMB1",106182184,NA,"No"
"35",-0.0610537657775092,-0.159740517401408,-0.222793231429859,-0.369946235477671,-0.320012931159254,-0.325515102171535,"ENSGALG00000000164","MYBPHL",421154,4608,"No"
"36",-0.946828857367937,-0.937169930477958,-0.943581361732897,-0.866515968076314,-0.873440222919597,-0.952723519966861,"ENSGALG00000000168","ADORA1",374212,134,"No"
"37",-0.61772940395942,-0.664389706424945,-0.680592626507986,-0.665059197943053,-0.668905252724629,-0.659980141388046,"ENSGALG00000000184","SLC27A6",769933,28965,"No"
"38",0.209316446679529,0.304978616443348,0.286231418013604,0.260609581218657,0.279317016895313,0.316590307330688,"ENSGALG00000000186","MTCH1",425491,23787,"No"
"39",0.706594276117258,0.768281163655544,0.683415248339057,0.73320087116321,0.728227751280089,0.486422280180585,"ENSGALG00000000189","YTHDC2",415602,64848,"No"
"40",0.109230810785001,0.160593118596322,0.213537982444074,0.151592477075137,0.115109661690021,0.0577177215207184,"ENSGALG00000000195","SLC23A2",419520,9962,"No"
"41",0.768029839038193,0.721070552630993,0.687690461376048,0.635635220645397,0.692747044498096,0.726960004520921,"ENSGALG00000000201","PLEKHM1",419939,9842,"No"
"42",0.498992579727497,0.500944640189726,0.528924233353838,0.570907763794762,0.513854157397069,0.399367082923318,"ENSGALG00000000208","MCC",415603,4163,"No"
"43",0.506336432872996,0.593138294665326,0.561969338463778,0.474083249863755,0.441882549739463,0.37987080693713,"ENSGALG00000000209","PRNP",396452,5621,"No"
"44",0.608484413366012,0.761879041895589,0.599630522751405,0.702696369194021,0.640847186828271,0.628288290151536,"ENSGALG00000000215","DCP2",769972,167227,"No"
"45",-0.0350899318688404,-0.0369438716759024,-0.0979693178258965,-0.276127640769205,-0.246173274653398,-0.249684838681643,"ENSGALG00000000217","PPFIA4",421155,8497,"No"
"46",1.04129100539142,1.05320601261412,1.03676124265013,1.10103076916324,1.11923518040386,1.08088350404604,"ENSGALG00000000218","SRP19",770061,6728,"No"
"47",0.917980222070931,1.0286050250813,0.944242441653461,0.996112360946474,0.981832858736552,0.942421694014118,"ENSGALG00000000220","APC",415607,324,"No"
"48",0.892641579060407,0.898215340270027,0.860517262632938,0.931063856202285,0.929415736006977,0.871284426400795,"ENSGALG00000000223","TMEM183A",421156,92703,"No"
"49",0.12524996280618,-0.00800951915015665,0.0752657358398662,0.0518092888002284,-0.0109266425832756,-0.179611638900316,"ENSGALG00000000225","MGAT4C",395415,NA,"No"
"50",-0.21385113554546,-0.171005993474228,-0.169656998161329,-0.233999421288328,-0.177590775230409,-0.119825625619478,"ENSGALG00000000226","TMEM9",421157,252839,"No"
"51",1.4938538532011,1.6351199229073,1.61840850655481,1.53184914715452,1.51117280989473,1.48017297250053,"ENSGALG00000000227","DPYSL2",395155,1808,"No"
"52",0.274885622455484,0.269563725852483,0.26594000839862,0.22716423392284,0.328496174126422,0.241480945542798,"ENSGALG00000000233","SP2",425673,6668,"Transcription Factor"
"53",-0.0217140018290885,0.0637248461404518,0.0960101660433839,0.0962420135714059,0.179226859771286,0.103302789613027,"ENSGALG00000000234","EPB41L4A",415608,64097,"No"
"54",1.48020016961436,1.51505832189486,1.49447035624549,1.5730062447748,1.50335192419242,1.47749191753251,"ENSGALG00000000235","PPP2R2A",419523,5520,"No"
"55",0.611073209987944,0.631676645726114,0.652070435594354,0.850328346697278,0.677966253479787,0.537861959325771,"ENSGALG00000000241","STARD4",769322,134429,"No"
"56",-0.10783139119344,0.0243623479693663,0.120132296740864,0.1137760846835,0.133716790028507,0.352580480254673,"ENSGALG00000000242","EBF2",395176,64641,"Transcription Factor"
"57",0.723208172339677,0.726698090097702,0.728681503093198,0.707373818914047,0.702306665836925,0.703447355764288,"ENSGALG00000000243","RDM1",395228,201299,"No"
"58",-0.447586335613578,-0.45496941460322,-0.401189919287728,-0.478234558027955,-0.486842094175254,-0.549303137105821,"ENSGALG00000000244","CAMK4",723973,814,"No"
"59",1.17892477296629,1.20400337775503,1.1671151416216,1.2733382547882,1.22514898827433,1.16950648022113,"ENSGALG00000000247","WDR36",415609,134430,"No"
"60",-1.97319272759808,-1.9639259811377,-1.95927677629799,-1.96067024135434,-1.9566026741502,-1.94440051485462,"ENSGALG00000000249","GH",378781,2689,"No"
"61",0.452602482982897,0.451961362510597,0.368658939425379,0.41713702299119,0.454521585867996,0.487576376658346,"ENSGALG00000000253","SLC25A46",415610,91137,"No"
"62",0.65425117951801,0.682047320376154,0.78245703794925,0.823581270815175,0.744597278972427,0.556115450876682,"ENSGALG00000000255","MAN2A1",415611,4124,"No"
"63",0.916451164927676,0.913069380298026,0.967217042487465,0.925625580370619,0.916618368601796,1.03043911105989,"ENSGALG00000000259","PSMF1",430115,9491,"No"
"64",-0.04571272272498,-0.00776068132611239,-0.0491272242660848,-0.0111850933483872,0.000438091489143903,0.023007960794045,"ENSGALG00000000264","PJA2",415612,9867,"No"
"65",0.35204961224894,0.358541265468231,0.332359361488349,0.412000804360999,0.360251298007015,0.348245277385298,"ENSGALG00000000273","FER",415614,2241,"No"
"66",-0.75449425468131,-0.637318720474942,-0.852161202691005,-0.879840297291781,-0.949619643489981,-0.882726838647723,"ENSGALG00000000274",NA,771308,NA,"No"
"67",0.740984905792227,0.776168866180391,0.747947227655182,0.838475054197708,0.754205519377334,0.81079868358495,"ENSGALG00000000275","KCTD9",419526,54793,"No"
"68",0.0891224232217035,0.00953767690030663,-0.0617259527893076,-0.114442912685418,-0.00414429378820419,-0.0490041169964819,"ENSGALG00000000276","FBXL17",415615,64839,"No"
"69",-0.94628256673493,-0.927057585773939,-0.8447695336239,-0.944044858942842,-0.911306415290622,-0.926045767554167,"ENSGALG00000000277","GnRH-I",770134,2796,"No"
"70",0.121039200497926,0.186448521768291,0.23361289455178,0.295525839851326,0.262841708061629,0.173532361191996,"ENSGALG00000000280","EFNA5",396100,1946,"No"
"71",0.245261004398769,-0.440301247058579,-0.516691290952715,-0.323500287043845,-0.12228506252526,-0.76818583863953,"ENSGALG00000000284","HOXB4",396230,3214,"Transcription Factor"
